subject,age,word_type,set,item,letter_first,session,sentence,order,response,letterwrite,correct
S32,4.901369863,0,B,picture,p,1,She smiled for the picture,11,rrrrinrey,0.714285714,0
S32,4.901369863,0,B,battle,b,1,The soldiers fight in a battle,12,s20k,0.714285714,0
S32,4.901369863,1,B,came,k,2,"Yesterday, the big package came",1,eerrb,0.714285714,0
S32,4.901369863,1,B,beet,b,2,He didn't want to eat the beet,2,lebrin,0.714285714,0
S32,4.901369863,1,B,peel,p,2,The clown slipped on a banana peel,3,belrin,0.714285714,0
S32,4.901369863,1,B,pizza,p,2,Her favorite food is pizza,4,lbrobl,0.714285714,0
S32,4.901369863,1,B,deal,d,2,Let's make a deal,5,bbrriilleeyy,0.714285714,0
S32,4.901369863,1,B,cave,k,2,The children explored the spooky cave,6,tim,0.714285714,0
S32,4.901369863,1,B,jeep,g,2,His mom drives a black jeep,7,leb,0.714285714,0
S32,4.901369863,1,B,team,t,2,The girl cheered for her favorite team,8,unuluoeykbrileborkslnndaaonu,0.714285714,0
S32,4.901369863,1,B,beef,b,2,Hamburgers are made of beef,9,briis,0.714285714,1
S32,4.901369863,1,B,teacher,t,2,When I grow up I want to be a teacher,10,brinl,0.714285714,0
S32,4.901369863,1,B,beetle,b,2,The ladybug talks to the beetle,11,nleks,0.714285714,0
S32,4.901369863,1,B,beep,b,2,"The shiny robot says ""beep""",12,le,0.714285714,0
S34,4.430136986,1,B,team,t,1,The girl cheered for her favorite team,1,,0,0
S34,4.430136986,1,B,pizza,p,1,Her favorite food is pizza,2,,0,0
S34,4.430136986,1,B,deal,d,1,Let's make a deal,3,b,0,0
S34,4.430136986,1,B,beep,b,1,"The shiny robot says ""beep""",4,m,0,0
S34,4.430136986,1,B,peel,p,1,The clown slipped on a banana peel,5,,0,0
S34,4.430136986,1,B,jeep,g,1,His mom drives a black jeep,6,m,0,0
S34,4.430136986,1,B,beet,b,1,He didn't want to eat the beet,7,a,0,0
S34,4.430136986,1,B,came,k,1,"Yesterday, the big package came",8,,0,0
S34,4.430136986,1,B,beetle,b,1,The ladybug talks to the beetle,9,x,0,0
S34,4.430136986,1,B,cave,k,1,The children explored the spooky cave,10,x,0,0
S34,4.430136986,1,B,teacher,t,1,When I grow up I want to be a teacher,11,,0,0
S34,4.430136986,1,B,beef,b,1,Hamburgers are made of beef,12,,0,0
S34,4.430136986,0,B,picture,p,2,She smiled for the picture,1,x,0,0
S34,4.430136986,0,B,jam,g,2,Mom bought a jar of jam,2,,0,0
S34,4.430136986,0,B,cap,k,2,The boy wore his favorite cap,3,x,0,0
S34,4.430136986,0,B,tag,t,2,The kids played a game of tag,4,,0,0
S34,4.430136986,0,B,bus,b,2,We rode on a bus,5,x,0,0
S34,4.430136986,0,B,dirt,d,2,Don't play in the dirt,6,,0,0
S34,4.430136986,0,B,turtle,t,2,In the book I saw a picture of a turtle,7,,0,0
S34,4.430136986,0,B,come,k,2,Today the package will come,8,,0,0
S34,4.430136986,0,B,battle,b,2,The soldiers fight in a battle,9,ei,0,0
S34,4.430136986,0,B,bat,b,2,She hit the ball with a bat,10,,0,0
S34,4.430136986,0,B,pill,p,2,The doctor gave the man a pill,11,,0,0
S34,4.430136986,0,B,bib,b,2,The baby wears a bib,12,,0,0
S35,5.175342466,0,A,cup,k,1,She drank water from a blue cup,1,a,0.857142857,0
S35,5.175342466,0,A,bird,b,1,My friend saw a cute little bird,2,b,0.857142857,1
S35,5.175342466,0,A,tower,t,1,The children wanted to climb the tower,3,c,0.857142857,0
S35,5.175342466,0,A,touch,t,1,Please don't touch the animals,4,d,0.857142857,0
S35,5.175342466,0,A,jet,j,1,The pilot flew a jet,5,e,0.857142857,0
S35,5.175342466,0,A,cook,k,1,Grandpa is a good cook,6,z,0.857142857,0
S35,5.175342466,0,A,butter,b,1,The boy ate his bread with some butter,7,h,0.857142857,0
S35,5.175342466,0,A,pet,p,1,She wants to get a pet,8,d,0.857142857,0
S35,5.175342466,0,A,bed,b,1,He slept in a bed,9,g,0.857142857,0
S35,5.175342466,0,A,bun,b,1,The hotdog is on a bun,10,o,0.857142857,0
S35,5.175342466,0,A,dollar,d,1,Can you give me a dollar?,11,e,0.857142857,0
S35,5.175342466,0,A,patch,p,1,Mom sewed a patch on his jeans,12,,0.857142857,0
S35,5.175342466,1,A,deeper,d,2,Can you make the hole deeper?,1,,0.857142857,0
S35,5.175342466,1,A,teach,t,2,She loves to teach her students,2,h,0.857142857,0
S35,5.175342466,1,A,beaver,b,2,The boy wrote a story about a beaver,3,b,0.857142857,1
S35,5.175342466,1,A,piece,p,2,There was a missing puzzle piece,4,h,0.857142857,0
S35,5.175342466,1,A,teepee,t,2,It's fun to sleep in a teepee,5,d,0.857142857,0
S35,5.175342466,1,A,bean,b,2,Jack bought a magic bean,6,a,0.857142857,0
S35,5.175342466,1,A,jail,j,2,The robber went to jail,7,a,0.857142857,0
S35,5.175342466,1,A,beach,b,2,I like to go to the beach,8,a,0.857142857,0
S35,5.175342466,1,A,bead,b,2,She found a little bead,9,z,0.857142857,0
S35,5.175342466,1,A,case,k,2,She kept her jewelry in a case,10,,0.857142857,0
S35,5.175342466,1,A,cake,k,2,The family eats yummy cake,11,h,0.857142857,0
S35,5.175342466,1,A,peach,p,2,Susan ate some peach pie for dessert,12,b,0.857142857,0
S42,4.561643836,1,B,beef,b,1,Hamburgers are made of beef,1,b,1,1
S42,4.561643836,1,B,beep,b,1,"The shiny robot says ""beep""",2,b,1,1
S42,4.561643836,1,B,pizza,p,1,Her favorite food is pizza,3,p,1,1
S42,4.561643836,1,B,team,t,1,The girl cheered for her favorite team,4,t,1,1
S42,4.561643836,1,B,teacher,t,1,When I grow up I want to be a teacher,5,t,1,1
S42,4.561643836,1,B,deal,d,1,Let's make a deal,6,d,1,1
S42,4.561643836,1,B,beet,b,1,He didn't want to eat the beet,7,b,1,1
S42,4.561643836,1,B,beetle,b,1,The ladybug talks to the beetle,8,b,1,1
S42,4.561643836,1,B,jeep,g,1,His mom drives a black jeep,9,g,1,1
S42,4.561643836,1,B,cave,k,1,The children explored the spooky cave,10,k,1,1
S42,4.561643836,1,B,came,k,1,"Yesterday, the big package came",11,k,1,1
S42,4.561643836,1,B,peel,p,1,The clown slipped on a banana peel,12,p,1,1
S42,4.561643836,0,B,pill,p,2,The doctor gave the man a pill,1,p,1,1
S42,4.561643836,0,B,picture,p,2,She smiled for the picture,2,p,1,1
S42,4.561643836,0,B,bib,b,2,The baby wears a bib,3,b,1,1
S42,4.561643836,0,B,tag,t,2,The kids played a game of tag,4,t,1,1
S42,4.561643836,0,B,turtle,t,2,In the book I saw a picture of a turtle,5,t,1,1
S42,4.561643836,0,B,dirt,d,2,Don't play in the dirt,6,d,1,1
S42,4.561643836,0,B,bat,b,2,She hit the ball with a bat,7,b,1,1
S42,4.561643836,0,B,jam,g,2,Mom bought a jar of jam,8,j,1,1
S42,4.561643836,0,B,come,k,2,Today the package will come,9,c,1,1
S42,4.561643836,0,B,bus,b,2,We rode on a bus,10,b,1,1
S42,4.561643836,0,B,cap,k,2,The boy wore his favorite cap,11,k,1,1
S42,4.561643836,0,B,battle,b,2,The soldiers fight in a battle,12,b,1,1
S44,5.676712329,0,B,picture,p,1,She smiled for the picture,1,pmmax,1,1
S44,5.676712329,0,B,come,k,1,Today the package will come,2,maxmgo,1,0
S44,5.676712329,0,B,bat,b,1,She hit the ball with a bat,3,bbp,1,1
S44,5.676712329,0,B,pill,p,1,The doctor gave the man a pill,4,,1,0
S44,5.676712329,0,B,bus,b,1,We rode on a bus,5,mn,1,0
S44,5.676712329,0,B,jam,g,1,Mom bought a jar of jam,6,,1,0
S44,5.676712329,0,B,battle,b,1,The soldiers fight in a battle,7,,1,0
S44,5.676712329,0,B,turtle,t,1,In the book I saw a picture of a turtle,8,rpg,1,0
S44,5.676712329,0,B,bib,b,1,The baby wears a bib,9,bizoo,1,1
S44,5.676712329,0,B,dirt,d,1,Don't play in the dirt,10,deg,1,1
S44,5.676712329,0,B,tag,t,1,The kids played a game of tag,11,teg,1,1
S44,5.676712329,0,B,cap,k,1,The boy wore his favorite cap,12,nem,1,0
S44,5.676712329,1,B,beetle,b,2,The ladybug talks to the beetle,1,ega,1,0
S44,5.676712329,1,B,peel,p,2,The clown slipped on a banana peel,2,szzoem,1,0
S44,5.676712329,1,B,pizza,p,2,Her favorite food is pizza,3,,1,0
S44,5.676712329,1,B,teacher,t,2,When I grow up I want to be a teacher,4,mlp,1,0
S44,5.676712329,1,B,cave,k,2,The children explored the spooky cave,5,rkk,1,0
S44,5.676712329,1,B,team,t,2,The girl cheered for her favorite team,6,,1,0
S44,5.676712329,1,B,came,k,2,"Yesterday, the big package came",7,goplm,1,0
S44,5.676712329,1,B,deal,d,2,Let's make a deal,8,,1,0
S44,5.676712329,1,B,beet,b,2,He didn't want to eat the beet,9,llmo,1,0
S44,5.676712329,1,B,jeep,g,2,His mom drives a black jeep,10,golll,1,1
S44,5.676712329,1,B,beep,b,2,"The shiny robot says ""beep""",11,mmlgolyuceg,1,0
S44,5.676712329,1,B,beef,b,2,Hamburgers are made of beef,12,logemmryu,1,0
S47,4.997260274,0,A,bun,b,1,The hotdog is on a bun,1,beeb,1,1
S47,4.997260274,0,A,bed,b,1,He slept in a bed,2,baedb,1,1
S47,4.997260274,0,A,pet,p,1,She wants to get a pet,3,paepat,1,1
S47,4.997260274,0,A,jet,j,1,The pilot flew a jet,4,gareg,1,1
S47,4.997260274,0,A,bird,b,1,My friend saw a cute little bird,5,brreab,1,1
S47,4.997260274,0,A,touch,t,1,Please don't touch the animals,6,teaate,1,1
S47,4.997260274,0,A,cook,k,1,Grandpa is a good cook,7,kkoteti,1,1
S47,4.997260274,0,A,dollar,d,1,Can you give me a dollar?,8,dder,1,1
S47,4.997260274,0,A,tower,t,1,The children wanted to climb the tower,9,tawrq,1,1
S47,4.997260274,0,A,patch,p,1,Mom sewed a patch on his jeans,10,pag,1,1
S47,4.997260274,0,A,butter,b,1,The boy ate his bread with some butter,11,bearbe,1,1
S47,4.997260274,0,A,cup,k,1,She drank water from a blue cup,12,kaaei,1,1
S47,4.997260274,1,A,case,k,2,She kept her jewelry in a case,1,kaea,1,1
S47,4.997260274,1,A,teach,t,2,She loves to teach her students,2,ttabtt,1,1
S47,4.997260274,1,A,bean,b,2,Jack bought a magic bean,3,bbaab,1,1
S47,4.997260274,1,A,beaver,b,2,The boy wrote a story about a beaver,4,bblib,1,1
S47,4.997260274,1,A,peach,p,2,Susan ate some peach pie for dessert,5,pipbi,1,1
S47,4.997260274,1,A,jail,j,2,The robber went to jail,6,geieie,1,1
S47,4.997260274,1,A,teepee,t,2,It's fun to sleep in a teepee,7,tptpe,1,1
S47,4.997260274,1,A,beach,b,2,I like to go to the beach,8,be,1,1
S47,4.997260274,1,A,piece,p,2,There was a missing puzzle piece,9,pbii,1,1
S47,4.997260274,1,A,deeper,d,2,Can you make the hole deeper?,10,dodod,1,1
S47,4.997260274,1,A,bead,b,2,She found a little bead,11,bbbiii,1,1
S47,4.997260274,1,A,cake,k,2,The family eats yummy cake,12,kekooii,1,1
S48,4.180821918,0,B,come,k,1,Today the package will come,1,it,0.285714286,0
S48,4.180821918,0,B,cap,k,1,The boy wore his favorite cap,2,,0.285714286,0
S48,4.180821918,0,B,picture,p,1,She smiled for the picture,3,o,0.285714286,0
S48,4.180821918,0,B,jam,j,1,Mom bought a jar of jam,4,o,0.285714286,0
S48,4.180821918,0,B,bib,b,1,The baby wears a bib,5,a,0.285714286,0
S48,4.180821918,0,B,turtle,t,1,In the book I saw a picture of a turtle,6,p,0.285714286,0
S48,4.180821918,0,B,dirt,d,1,Don't play in the dirt,7,p,0.285714286,0
S48,4.180821918,0,B,bus,b,1,We rode on a bus,8,ef,0.285714286,0
S48,4.180821918,0,B,bat,b,1,She hit the ball with a bat,9,s,0.285714286,0
S48,4.180821918,0,B,tag,t,1,The kids played a game of tag,10,,0.285714286,0
S48,4.180821918,0,B,pill,p,1,The doctor gave the man a pill,11,h,0.285714286,0
S48,4.180821918,0,B,battle,b,1,The soldiers fight in a battle,12,d,0.285714286,0
S48,4.180821918,1,B,beet,b,2,He didn't want to eat the beet,1,h,0.285714286,0
S48,4.180821918,1,B,beetle,b,2,The ladybug talks to the beetle,2,a,0.285714286,0
S48,4.180821918,1,B,team,t,2,The girl cheered for her favorite team,3,a,0.285714286,0
S48,4.180821918,1,B,jeep,g,2,His mom drives a black jeep,4,o,0.285714286,0
S48,4.180821918,1,B,deal,d,2,Let's make a deal,5,t,0.285714286,0
S48,4.180821918,1,B,beef,b,2,Hamburgers are made of beef,6,c,0.285714286,0
S48,4.180821918,1,B,beep,b,2,"The shiny robot says ""beep""",7,e,0.285714286,0
S48,4.180821918,1,B,came,k,2,"Yesterday, the big package came",8,x,0.285714286,0
S48,4.180821918,1,B,teacher,t,2,When I grow up I want to be a teacher,9,x,0.285714286,0
S48,4.180821918,1,B,cave,k,2,The children explored the spooky cave,10,ii,0.285714286,0
S48,4.180821918,1,B,peel,p,2,The clown slipped on a banana peel,11,s,0.285714286,0
S48,4.180821918,1,B,pizza,p,2,Her favorite food is pizza,12,f,0.285714286,0
S49,5.024657534,1,A,beaver,b,1,The boy wrote a story about a beaver,1,b,0.857142857,1
S49,5.024657534,1,A,teepee,t,1,It's fun to sleep in a teepee,2,t,0.857142857,1
S49,5.024657534,1,A,beach,b,1,I like to go to the beach,3,b,0.857142857,1
S49,5.024657534,1,A,teach,t,1,She loves to teach her students,4,t,0.857142857,1
S49,5.024657534,1,A,cake,k,1,The family eats yummy cake,5,c,0.857142857,1
S49,5.024657534,1,A,piece,p,1,There was a missing puzzle piece,6,p,0.857142857,1
S49,5.024657534,1,A,jail,j,1,The robber went to jail,7,j,0.857142857,1
S49,5.024657534,1,A,bead,b,1,She found a little bead,8,b,0.857142857,1
S49,5.024657534,1,A,bean,b,1,Jack bought a magic bean,9,b,0.857142857,1
S49,5.024657534,1,A,peach,p,1,Susan ate some peach pie for dessert,10,p,0.857142857,1
S49,5.024657534,1,A,deeper,d,1,Can you make the hole deeper?,11,d,0.857142857,1
S49,5.024657534,1,A,case,k,1,She kept her jewelry in a case,12,k,0.857142857,1
S49,5.024657534,0,A,dollar,d,2,Can you give me a dollar?,1,d,0.857142857,1
S49,5.024657534,0,A,patch,p,2,Mom sewed a patch on his jeans,2,p,0.857142857,1
S49,5.024657534,0,A,butter,b,2,The boy ate his bread with some butter,3,b,0.857142857,1
S49,5.024657534,0,A,bird,b,2,My friend saw a cute little bird,4,b,0.857142857,1
S49,5.024657534,0,A,cup,k,2,She drank water from a blue cup,5,c,0.857142857,1
S49,5.024657534,0,A,tower,t,2,The children wanted to climb the tower,6,t,0.857142857,1
S49,5.024657534,0,A,cook,k,2,Grandpa is a good cook,7,c,0.857142857,1
S49,5.024657534,0,A,bun,b,2,The hotdog is on a bun,8,b,0.857142857,1
S49,5.024657534,0,A,pet,p,2,She wants to get a pet,9,p,0.857142857,1
S49,5.024657534,0,A,jet,j,2,The pilot flew a jet,10,j,0.857142857,1
S49,5.024657534,0,A,touch,t,2,Please don't touch the animals,11,t,0.857142857,1
S49,5.024657534,0,A,bed,b,2,He slept in a bed,12,b,0.857142857,1
S50,4.482191781,1,B,peel,p,1,The clown slipped on a banana peel,1,eva,0.857142857,0
S50,4.482191781,1,B,cave,k,1,The children explored the spooky cave,2,dfp,0.857142857,0
S50,4.482191781,1,B,deal,d,1,Let's make a deal,3,bti,0.857142857,0
S50,4.482191781,1,B,jeep,g,1,His mom drives a black jeep,4,f,0.857142857,0
S50,4.482191781,1,B,team,t,1,The girl cheered for her favorite team,5,dt,0.857142857,0
S50,4.482191781,1,B,pizza,p,1,Her favorite food is pizza,6,p,0.857142857,1
S50,4.482191781,1,B,beetle,b,1,The ladybug talks to the beetle,7,b,0.857142857,1
S50,4.482191781,1,B,came,k,1,"Yesterday, the big package came",8,k,0.857142857,1
S50,4.482191781,1,B,beep,b,1,"The shiny robot says ""beep""",9,b,0.857142857,1
S50,4.482191781,1,B,beef,b,1,Hamburgers are made of beef,10,b,0.857142857,1
S50,4.482191781,1,B,beet,b,1,He didn't want to eat the beet,11,b,0.857142857,1
S50,4.482191781,1,B,teacher,t,1,When I grow up I want to be a teacher,12,t,0.857142857,1
S50,4.482191781,0,B,bib,b,2,The baby wears a bib,1,b,0.857142857,1
S50,4.482191781,0,B,tag,t,2,The kids played a game of tag,2,c,0.857142857,0
S50,4.482191781,0,B,turtle,t,2,In the book I saw a picture of a turtle,3,t,0.857142857,1
S50,4.482191781,0,B,pill,p,2,The doctor gave the man a pill,4,b,0.857142857,0
S50,4.482191781,0,B,picture,p,2,She smiled for the picture,5,e,0.857142857,0
S50,4.482191781,0,B,jam,j,2,Mom bought a jar of jam,6,m,0.857142857,0
S50,4.482191781,0,B,bat,b,2,She hit the ball with a bat,7,e,0.857142857,0
S50,4.482191781,0,B,bus,b,2,We rode on a bus,8,c,0.857142857,0
S50,4.482191781,0,B,cap,k,2,The boy wore his favorite cap,9,w,0.857142857,0
S50,4.482191781,0,B,battle,b,2,The soldiers fight in a battle,10,m,0.857142857,0
S50,4.482191781,0,B,dirt,d,2,Don't play in the dirt,11,kt,0.857142857,0
S50,4.482191781,0,B,come,k,2,Today the package will come,12,y,0.857142857,0
S51,5.320547945,0,A,dollar,d,1,Can you give me a dollar?,1,dalr,1,1
S51,5.320547945,0,A,butter,b,1,The boy ate his bread with some butter,2,budr,1,1
S51,5.320547945,0,A,bed,b,1,He slept in a bed,3,bad,1,1
S51,5.320547945,0,A,patch,p,1,Mom sewed a patch on his jeans,4,pach,1,1
S51,5.320547945,0,A,cup,k,1,She drank water from a blue cup,5,cup,1,1
S51,5.320547945,0,A,pet,p,1,She wants to get a pet,6,pat,1,1
S51,5.320547945,0,A,cook,k,1,Grandpa is a good cook,7,cuc,1,1
S51,5.320547945,0,A,jet,j,1,The pilot flew a jet,8,jat,1,1
S51,5.320547945,0,A,bun,b,1,The hotdog is on a bun,9,bun,1,1
S51,5.320547945,0,A,bird,b,1,My friend saw a cute little bird,10,brd,1,1
S51,5.320547945,0,A,tower,t,1,The children wanted to climb the tower,11,tawr,1,1
S51,5.320547945,0,A,touch,t,1,Please don't touch the animals,12,tuch,1,1
S51,5.320547945,1,A,deeper,d,2,Can you make the hole deeper?,1,dypre,1,1
S51,5.320547945,1,A,jail,j,2,The robber went to jail,2,jal,1,1
S51,5.320547945,1,A,beaver,b,2,The boy wrote a story about a beaver,3,byvr,1,1
S51,5.320547945,1,A,case,k,2,She kept her jewelry in a case,4,kas,1,1
S51,5.320547945,1,A,teach,t,2,She loves to teach her students,5,teech,1,1
S51,5.320547945,1,A,beach,b,2,I like to go to the beach,6,bych,1,1
S51,5.320547945,1,A,teepee,t,2,It's fun to sleep in a teepee,7,typy,1,1
S51,5.320547945,1,A,peach,p,2,Susan ate some peach pie for dessert,8,pech,1,1
S51,5.320547945,1,A,bean,b,2,Jack bought a magic bean,9,byn,1,1
S51,5.320547945,1,A,cake,k,2,The family eats yummy cake,10,kak,1,1
S51,5.320547945,1,A,bead,b,2,She found a little bead,11,byd,1,1
S51,5.320547945,1,A,piece,p,2,There was a missing puzzle piece,12,pys,1,1
S52,4.542465753,0,B,bib,b,1,The baby wears a bib,1,m,0.714285714,0
S52,4.542465753,0,B,bat,b,1,She hit the ball with a bat,2,l,0.714285714,0
S52,4.542465753,0,B,come,k,1,Today the package will come,3,o,0.714285714,0
S52,4.542465753,0,B,jam,j,1,Mom bought a jar of jam,4,b,0.714285714,0
S52,4.542465753,0,B,pill,p,1,The doctor gave the man a pill,5,p,0.714285714,1
S52,4.542465753,0,B,picture,p,1,She smiled for the picture,6,a,0.714285714,0
S52,4.542465753,0,B,tag,t,1,The kids played a game of tag,7,p,0.714285714,0
S52,4.542465753,0,B,turtle,t,1,In the book I saw a picture of a turtle,8,k,0.714285714,0
S52,4.542465753,0,B,cap,k,1,The boy wore his favorite cap,9,e,0.714285714,0
S52,4.542465753,0,B,battle,b,1,The soldiers fight in a battle,10,t,0.714285714,0
S52,4.542465753,0,B,dirt,d,1,Don't play in the dirt,11,d,0.714285714,1
S52,4.542465753,0,B,bus,b,1,We rode on a bus,12,w,0.714285714,0
S52,4.542465753,1,B,beef,b,2,Hamburgers are made of beef,1,o,0.714285714,0
S52,4.542465753,1,B,team,t,2,The girl cheered for her favorite team,2,i,0.714285714,0
S52,4.542465753,1,B,cave,k,2,The children explored the spooky cave,3,b,0.714285714,0
S52,4.542465753,1,B,beep,b,2,"The shiny robot says ""beep""",4,i,0.714285714,0
S52,4.542465753,1,B,jeep,g,2,His mom drives a black jeep,5,w,0.714285714,0
S52,4.542465753,1,B,teacher,t,2,When I grow up I want to be a teacher,6,p,0.714285714,0
S52,4.542465753,1,B,pizza,p,2,Her favorite food is pizza,7,p,0.714285714,1
S52,4.542465753,1,B,came,k,2,"Yesterday, the big package came",8,o,0.714285714,0
S52,4.542465753,1,B,beet,b,2,He didn't want to eat the beet,9,e,0.714285714,0
S52,4.542465753,1,B,deal,d,2,Let's make a deal,10,k,0.714285714,0
S52,4.542465753,1,B,beetle,b,2,The ladybug talks to the beetle,11,o,0.714285714,0
S52,4.542465753,1,B,peel,p,2,The clown slipped on a banana peel,12,b,0.714285714,0
S53,4.778082192,1,A,peach,p,1,Susan ate some peach pie for dessert,1,p,0.428571429,1
S53,4.778082192,1,A,bean,b,1,Jack bought a magic bean,2,a,0.428571429,0
S53,4.778082192,1,A,beaver,b,1,The boy wrote a story about a beaver,3,b,0.428571429,1
S53,4.778082192,1,A,case,k,1,She kept her jewelry in a case,4,i,0.428571429,0
S53,4.778082192,1,A,beach,b,1,I like to go to the beach,5,p,0.428571429,0
S53,4.778082192,1,A,deeper,d,1,Can you make the hole deeper?,6,b,0.428571429,0
S53,4.778082192,1,A,jail,j,1,The robber went to jail,7,a,0.428571429,0
S53,4.778082192,1,A,bead,b,1,She found a little bead,8,b,0.428571429,1
S53,4.778082192,1,A,teepee,t,1,It's fun to sleep in a teepee,9,i,0.428571429,0
S53,4.778082192,1,A,piece,p,1,There was a missing puzzle piece,10,p,0.428571429,1
S53,4.778082192,1,A,cake,k,1,The family eats yummy cake,11,b,0.428571429,0
S53,4.778082192,1,A,teach,t,1,She loves to teach her students,12,d,0.428571429,0
S53,4.778082192,0,A,dollar,d,2,Can you give me a dollar?,1,b,0.428571429,0
S53,4.778082192,0,A,butter,b,2,The boy ate his bread with some butter,2,p,0.428571429,0
S53,4.778082192,0,A,bed,b,2,He slept in a bed,3,b,0.428571429,1
S53,4.778082192,0,A,patch,p,2,Mom sewed a patch on his jeans,4,p,0.428571429,1
S53,4.778082192,0,A,cup,k,2,She drank water from a blue cup,5,b,0.428571429,0
S53,4.778082192,0,A,pet,p,2,She wants to get a pet,6,p,0.428571429,1
S53,4.778082192,0,A,cook,k,2,Grandpa is a good cook,7,o,0.428571429,0
S53,4.778082192,0,A,jet,j,2,The pilot flew a jet,8,b,0.428571429,0
S53,4.778082192,0,A,bun,b,2,The hotdog is on a bun,9,a,0.428571429,0
S53,4.778082192,0,A,bird,b,2,My friend saw a cute little bird,10,v,0.428571429,0
S53,4.778082192,0,A,tower,t,2,The children wanted to climb the tower,11,a,0.428571429,0
S53,4.778082192,0,A,touch,t,2,Please don't touch the animals,12,i,0.428571429,0
S54,4.8219,1,B,deal,d,1,Let's make a deal,1,de,1,1
S54,4.8219,1,B,team,t,1,The girl cheered for her favorite team,2,t,1,1
S54,4.8219,1,B,peel,p,1,The clown slipped on a banana peel,3,b,1,0
S54,4.8219,1,B,jeep,g,1,His mom drives a black jeep,4,g,1,1
S54,4.8219,1,B,pizza,p,1,Her favorite food is pizza,5,pappt,1,1
S54,4.8219,1,B,teacher,t,1,When I grow up I want to be a teacher,6,t,1,1
S54,4.8219,1,B,cave,k,1,The children explored the spooky cave,7,c,1,1
S54,4.8219,1,B,beep,b,1,"The shiny robot says ""beep""",8,b,1,1
S54,4.8219,1,B,came,k,1,"Yesterday, the big package came",9,c,1,1
S54,4.8219,1,B,beetle,b,1,The ladybug talks to the beetle,10,b,1,1
S54,4.8219,1,B,beef,b,1,Hamburgers are made of beef,11,b,1,1
S54,4.8219,1,B,beet,b,1,He didn't want to eat the beet,12,b,1,1
S54,4.8219,0,B,battle,b,2,The soldiers fight in a battle,1,b,1,1
S54,4.8219,0,B,come,k,2,Today the package will come,2,c,1,1
S54,4.8219,0,B,cap,k,2,The boy wore his favorite cap,3,c,1,1
S54,4.8219,0,B,turtle,t,2,In the book I saw a picture of a turtle,4,t,1,1
S54,4.8219,0,B,dirt,d,2,Don't play in the dirt,5,d,1,1
S54,4.8219,0,B,bat,b,2,She hit the ball with a bat,6,b,1,1
S54,4.8219,0,B,pill,p,2,The doctor gave the man a pill,7,p,1,1
S54,4.8219,0,B,tag,t,2,The kids played a game of tag,8,t,1,1
S54,4.8219,0,B,picture,p,2,She smiled for the picture,9,p,1,1
S54,4.8219,0,B,bib,b,2,The baby wears a bib,10,b,1,1
S54,4.8219,0,B,bus,b,2,We rode on a bus,11,b,1,1
S54,4.8219,0,B,jam,j,2,Mom bought a jar of jam,12,j,1,1
S55,5.046575342,0,A,cup,k,1,She drank water from a blue cup,1,cop,1,1
S55,5.046575342,0,A,jet,j,1,The pilot flew a jet,2,jat,1,1
S55,5.046575342,0,A,butter,b,1,The boy ate his bread with some butter,3,bodr,1,1
S55,5.046575342,0,A,touch,t,1,Please don't touch the animals,4,toch,1,1
S55,5.046575342,0,A,bird,b,1,My friend saw a cute little bird,5,brd,1,1
S55,5.046575342,0,A,cook,k,1,Grandpa is a good cook,6,coc,1,1
S55,5.046575342,0,A,patch,p,1,Mom sewed a patch on his jeans,7,pach,1,1
S55,5.046575342,0,A,tower,t,1,The children wanted to climb the tower,8,tawr,1,1
S55,5.046575342,0,A,pet,p,1,She wants to get a pet,9,pat,1,1
S55,5.046575342,0,A,bed,b,1,He slept in a bed,10,bad,1,1
S55,5.046575342,0,A,bun,b,1,The hotdog is on a bun,11,bon,1,1
S55,5.046575342,0,A,dollar,d,1,Can you give me a dollar?,12,dalr,1,1
S55,5.046575342,1,A,teach,t,2,She loves to teach her students,1,teg,1,1
S55,5.046575342,1,A,jail,j,2,The robber went to jail,2,jll,1,1
S55,5.046575342,1,A,piece,p,2,There was a missing puzzle piece,3,pes,1,1
S55,5.046575342,1,A,bead,b,2,She found a little bead,4,bed,1,1
S55,5.046575342,1,A,deeper,d,2,Can you make the hole deeper?,5,depr,1,1
S55,5.046575342,1,A,bean,b,2,Jack bought a magic bean,6,ben,1,1
S55,5.046575342,1,A,teepee,t,2,It's fun to sleep in a teepee,7,tepe,1,1
S55,5.046575342,1,A,peach,p,2,Susan ate some peach pie for dessert,8,pech,1,1
S55,5.046575342,1,A,beaver,b,2,The boy wrote a story about a beaver,9,bevr,1,1
S55,5.046575342,1,A,case,k,2,She kept her jewelry in a case,10,cas,1,1
S55,5.046575342,1,A,cake,k,2,The family eats yummy cake,11,cac,1,1
S55,5.046575342,1,A,beach,b,2,I like to go to the beach,12,bech,1,1
S56,4.071232877,0,B,dirt,d,1,Don't play in the dirt,1,,0,0
S56,4.071232877,0,B,battle,b,1,The soldiers fight in a battle,2,,0,0
S56,4.071232877,0,B,cap,k,1,The boy wore his favorite cap,3,,0,0
S56,4.071232877,0,B,turtle,t,1,In the book I saw a picture of a turtle,4,,0,0
S56,4.071232877,0,B,jam,j,1,Mom bought a jar of jam,5,,0,0
S56,4.071232877,0,B,picture,p,1,She smiled for the picture,6,,0,0
S56,4.071232877,0,B,come,k,1,Today the package will come,7,,0,0
S56,4.071232877,0,B,tag,t,1,The kids played a game of tag,8,,0,0
